TermID	Course_Number	Teacher	Expression	Course Section	Section_Number	Section ID	Room	GradebookType	MaxEnrollment	Tied	Phase	Teacher Tied	Attendance_Type_Code	Att_Mode_Code	GradeScaleID	Exclude_State_Rpt_YN	ExcludeFromClassRank	ExcludeFromGPA	ExcludeFromHonorRoll	ExcludeFromStoredGrades	External_Expression	MaxEnrollment	Section ID
3501	1207	19522	3(B)	1207.5	50	316852	135	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(T)	22	316852
3501	1207	1399	10(B)	1207.51	51	316892	138	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(T)	22	316892
3501	1207	19522	2(B)	1207.52	52	316893	135	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(T)	22	316893
3501	1207	1399	4(B)	1207.53	53	316894	138	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(T)	22	316894
3501	1207	24138	2(B)	1207.54	54	316895	115	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(T)	22	316895
3501	1207	1713	10(B)	1207.55	55	316896	132	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(T)	22	316896
3501	1207	22938	4(B)	1207.56	56	316897	135	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(T)	22	316897
3501	1207	24138	8(B)	1207.58	58	316898	115	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	8(T)	22	316898
3501	1207	22938	5(B)	1207.59	59	316899	135	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(T)	22	316899
3501	1207	22938	10(B)	1207.61	61	316900	135	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(T)	22	316900
3501	1207	1399	10(C)	1207.62	62	316901	138	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(W)	22	316901
3501	1207	1713	8(C)	1207.63	63	316902	132	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	8(W)	22	316902
3501	1207	19522	9(C)	1207.64	64	316903	135	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(W)	22	316903
3501	1207	24138	2(C)	1207.65	65	316904	115	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(W)	22	316904
3501	1207	22938	1(C)	1207.66	66	316905	135	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	1(W)	22	316905
3501	1207	22938	8(C)	1207.67	67	316906	135	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	8(W)	22	316906
3501	1207	19522	10(C)	1207.68	68	316907	135	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(W)	22	316907
3501	1207	24138	10(C)	1207.69	69	316908	115	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(W)	22	316908
3501	1207	22938	2(C)	1207.7	70	316853	135	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(W)	22	316853
3501	1207	1399	7(C)	1207.74	74	316910	138	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	7(W)	22	316910
3501	1207	24138	3(C)	1207.75	75	316911	115	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(W)	22	316911
3501	1207	25488	12(B)	1207.106	106	316912	NA	2	100	0	1	1	2	ATT_ModeMeeting	0	0	0	0	0	0	ACT(T)	100	316912
3501	1207	25488	2(A)	1207.112	112	316913	119A	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(M)	22	316913
3501	1207	24138	2(A)	1207.117	117	316914	115	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(M)	22	316914
3501	1207	25488	5(B)	1207.122	122	316915	119A	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(T)	22	316915
3501	1207	25488	4(B)	1207.124	124	316916	119A	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(T)	22	316916
3501	1207	25488	9(B)	1207.129	129	316917	119A	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(T)	22	316917
3501	1207	25488	1(C)	1207.132	132	316918	119A	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	1(W)	22	316918
3501	1207	25488	8(C)	1207.135	135	316919	119A	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	8(W)	22	316919
3501	1207	25488	1(D)	1207.141	141	316920	119A	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	1(R)	22	316920
3501	1207	25488	9(D)	1207.145	145	316921	119A	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(R)	22	316921
3501	1207	25488	4(E)	1207.154	154	316922	119A	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(F)	22	316922
3501	1207	25488	5(E)	1207.156	156	316923	119A	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(F)	22	316923
3501	1207	25488	10(E)	1207.159	159	316924	119A	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(F)	22	316924
3501	1207	25488	10(A)	1207.111	1110	316925	119A	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(M)	22	316925
3501	1207	25488	7(A)	1207.117	1170	316914	119A	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	7(M)	22	316914
3501	1207	25488	10(C)	1207.131	1310	316927	119A	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(W)	22	316927
3501	1207	25488	10(D)	1207.141	1410	316920	119A	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(R)	22	316920
3501	1209	1713	10(E)	1209.1	1	317015	132	0	23	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(F)	23	317015
3501	1209	1399	2(E)	1209.2	2	317016	138	0	23	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(F)	23	317016
3501	1209	1399	10(E)	1209.3	3	317017	138	0	23	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(F)	23	317017
3501	1209	1713	8(E)	1209.4	4	317018	132	0	23	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	8(F)	23	317018
3501	1209	1713	4(E)	1209.5	5	317019	132	0	23	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(F)	23	317019
3501	1209	1399	6(E)	1209.6	6	317020	138	0	23	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	6(F)	23	317020
3501	1209	1399	7(E)	1209.7	7	317021	138	0	23	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	7(F)	23	317021
3501	1209	1399	12(B)	1209.8	8	317022	NA	2	200	0	1	1	2	ATT_ModeMeeting	0	0	0	0	0	0	ACT(T)	200	317022
3501	1209	1713	12(B)	1209.9	9	317023	NA	2	200	0	1	1	2	ATT_ModeMeeting	0	0	0	0	0	0	ACT(T)	200	317023
3501	1209	1399	3(A)	1209.11	11	317024	138	0	23	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(M)	23	317024
3501	1209	1713	4(A)	1209.12	12	317025	132	0	23	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(M)	23	317025
3501	1209	1399	5(A)	1209.13	13	317026	138	0	23	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(M)	23	317026
3501	1209	1713	3(A)	1209.14	14	317027	132	0	23	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(M)	23	317027
3501	1209	1399	10(A)	1209.15	15	317028	138	0	23	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(M)	23	317028
3501	1209	1399	4(A)	1209.16	16	317029	138	0	23	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(M)	23	317029
3501	1209	1399	2(B)	1209.17	17	317030	138	0	23	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(T)	23	317030
3501	1209	1713	2(B)	1209.18	18	317031	132	0	23	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(T)	23	317031
3501	1209	1713	3(B)	1209.19	19	317032	132	0	23	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(T)	23	317032
3501	1209	1399	6(B)	1209.2	20	317016	138	0	23	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	6(T)	23	317016
3501	1209	1399	3(B)	1209.21	21	317034	138	0	23	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(T)	23	317034
3501	1209	1713	8(B)	1209.22	22	317035	132	0	23	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	8(T)	23	317035
3501	1209	1399	9(B)	1209.23	23	317036	138	0	23	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(T)	23	317036
3501	1209	1399	2(C)	1209.25	25	317037	138	0	23	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(W)	23	317037
3501	1209	1399	3(C)	1209.26	26	317038	138	0	23	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(W)	23	317038
3501	1209	1399	4(C)	1209.27	27	317039	138	0	23	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(W)	23	317039
3501	1209	1713	2(C)	1209.28	28	317040	132	0	23	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(W)	23	317040
3501	1209	1713	4(C)	1209.29	29	317041	132	0	23	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(W)	23	317041
3501	1209	1399	6(C)	1209.3	30	317017	138	0	23	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	6(W)	23	317017
3501	1209	1713	2(A)	1209.112	112	317043	132	0	23	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(M)	23	317043
3501	1209	1713	5(A)	1209.115	115	317044	132	0	23	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(M)	23	317044
3501	1209	1713	7(B)	1209.127	127	317045	132	0	23	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	7(T)	23	317045
3501	1209	1713	5(C)	1209.135	135	317046	132	0	23	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(W)	23	317046
3501	1209	1713	6(C)	1209.136	136	317047	132	0	23	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	6(W)	23	317047
3501	1209	1713	6(E)	1209.156	156	317048	132	0	23	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	6(F)	23	317048
3501	1215	22789	12(B)	1215.1	1	317087	NA	2	200	0	1	1	2	ATT_ModeMeeting	0	0	0	0	0	0	ACT(T)	200	317087
3501	1215	24138	12(B)	1215.2	2	317088	NA	2	200	0	1	1	2	ATT_ModeMeeting	0	0	0	0	0	0	ACT(T)	200	317088
3501	1215	20141	10(E)	1215.4	4	317089	113	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(F)	22	317089
3501	1215	22937	8(E)	1215.5	5	317090	133	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	8(F)	22	317090
3501	1215	22937	9(E)	1215.6	6	317091	133	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(F)	22	317091
3501	1215	22789	3(E)	1215.7	7	317092	131	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(F)	22	317092
3501	1215	20141	3(E)	1215.8	8	317093	113	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(F)	22	317093
3501	1215	22789	2(E)	1215.9	9	317094	131	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(F)	22	317094
3501	1215	24138	1(E)	1215.15	15	317095	113	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	1(F)	22	317095
3501	1215	22937	10(E)	1215.16	16	317096	133	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(F)	22	317096
3501	1215	24138	9(E)	1215.17	17	317097	113	0	22	0	6	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(F)	22	317097
3501	1215	22937	12(B)	1215.19	19	317098	NA	2	200	0	1	1	2	ATT_ModeMeeting	0	0	0	0	0	0	ACT(T)	200	317098
3501	1215	20141	10(A)	1215.22	22	317099	113	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(M)	22	317099
3501	1215	22937	5(A)	1215.23	23	317100	133	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(M)	22	317100
3501	1215	24138	4(A)	1215.24	24	317101	113	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(M)	22	317101
3501	1215	22937	4(A)	1215.25	25	317102	133	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(M)	22	317102
3501	1215	22789	9(A)	1215.27	27	317103	131	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(M)	22	317103
3501	1215	22937	3(A)	1215.28	28	317104	133	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(M)	22	317104
3501	1215	20141	1(A)	1215.29	29	317105	113	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	1(M)	22	317105
3501	1215	22789	6(A)	1215.34	34	317106	131	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	6(M)	22	317106
3501	1215	20141	12(B)	1215.37	37	317107	NA	2	200	0	1	1	2	ATT_ModeMeeting	0	0	0	0	0	0	ACT(T)	200	317107
3501	1215	20141	10(D)	1215.39	39	317108	113	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(R)	22	317108
3501	1215	20141	1(D)	1215.4	40	317089	113	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	1(R)	22	317089
3501	1215	22789	1(D)	1215.43	43	317110	131	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	1(R)	22	317110
3501	1215	24138	4(D)	1215.44	44	317111	113	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(R)	22	317111
3501	1215	24138	5(D)	1215.45	45	317112	113	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(R)	22	317112
3501	1215	22937	1(D)	1215.46	46	317113	133	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	1(R)	22	317113
3501	1215	22789	7(D)	1215.47	47	317114	131	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	7(R)	22	317114
3501	1215	22937	2(D)	1215.48	48	317115	133	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(R)	22	317115
3501	1215	22937	6(D)	1215.51	51	317116	133	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	6(R)	22	317116
3501	1215	20141	9(B)	1215.55	55	317117	113	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(T)	22	317117
3501	1215	22789	10(B)	1215.56	56	317118	131	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(T)	22	317118
3501	1215	24138	5(B)	1215.57	57	317119	113	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(T)	22	317119
3501	1215	24138	6(B)	1215.6	60	317091	113	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	6(T)	22	317091
3501	1215	22789	8(B)	1215.61	61	317121	131	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	8(T)	22	317121
3501	1215	22937	4(B)	1215.62	62	317122	133	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(T)	22	317122
3501	1215	20141	4(B)	1215.63	63	317123	113	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(T)	22	317123
3501	1215	22937	3(B)	1215.67	67	317124	133	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(T)	22	317124
3501	1215	22937	2(B)	1215.69	69	317125	133	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(T)	22	317125
3501	1215	24138	8(C)	1215.7	70	317092	113	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	8(W)	22	317092
3501	1215	20141	10(C)	1215.72	72	317127	113	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(W)	22	317127
3501	1215	22789	2(C)	1215.73	73	317128	131	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(W)	22	317128
3501	1215	24138	5(C)	1215.74	74	317129	113	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(W)	22	317129
3501	1215	22937	2(C)	1215.75	75	317130	133	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(W)	22	317130
3501	1215	22937	1(C)	1215.77	77	317131	133	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	1(W)	22	317131
3501	1215	22789	10(C)	1215.78	78	317132	131	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(W)	22	317132
3501	1215	22937	10(C)	1215.84	84	317133	133	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(W)	22	317133
3501	1215	20141	9(C)	1215.85	85	317134	113	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(W)	22	317134
3501	1215	24139	12(B)	1215.101	101	317135	NA	2	200	0	1	1	2	ATT_ModeMeeting	0	0	0	0	0	0	ACT(T)	200	317135
3501	1215	25488	12(B)	1215.106	106	317136	NA	2	100	0	1	1	2	ATT_ModeMeeting	0	0	0	0	0	0	ACT(T)	100	317136
3501	1215	24139	3(A)	1215.113	113	317137	113	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(M)	22	317137
3501	1215	25488	5(A)	1215.115	115	317138	119A	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(M)	22	317138
3501	1215	24138	6(A)	1215.116	116	317139	113	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	6(M)	22	317139
3501	1215	24139	2(A)	1215.117	117	317140	113	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(M)	22	317140
3501	1215	24138	5(A)	1215.118	118	317141	113	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	5(M)	22	317141
3501	1215	25488	9(A)	1215.119	119	317142	119A	0	22	0	2	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(M)	22	317142
3501	1215	24138	10(B)	1215.12	120	317143	113	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	10(T)	22	317143
3501	1215	24139	3(B)	1215.123	123	317144	113	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(T)	22	317144
3501	1215	24139	1(B)	1215.125	125	317145	113	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	1(T)	22	317145
3501	1215	25488	6(B)	1215.126	126	317146	119A	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	6(T)	22	317146
3501	1215	24139	2(B)	1215.129	129	317147	113	0	22	0	3	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(T)	22	317147
3501	1215	24139	2(C)	1215.132	132	317148	113	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	2(W)	22	317148
3501	1215	25488	3(C)	1215.133	133	317149	130	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(W)	22	317149
3501	1215	24139	4(C)	1215.134	134	317150	113	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	4(W)	22	317150
3501	1215	24139	3(C)	1215.135	135	317151	113	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	3(W)	22	317151
3501	1215	24138	7(C)	1215.137	137	317152	113	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	7(W)	22	317152
3501	1215	25488	9(C)	1215.139	139	317153	119A	0	22	0	4	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(W)	22	317153
3501	1215	24139	8(D)	1215.141	141	317154	113	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	8(R)	22	317154
3501	1215	24139	9(D)	1215.142	142	317155	113	0	22	0	5	1	2	ATT_ModeMeeting	715	0	1	1	1	1	9(R)	22	317155
